origin,destination,passengers
HTI,MEL,2022
HTI,MEL,2022
HTI,MEL,2022
HTI,MEL,2022
HTI,MEL,2022
HTI,MEL,2022
HTI,MEL,2022
HTI,MEL,2022
ABX,SYD,2022
ASP,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
HTI,MEL,2022
HTI,MEL,2022
HTI,MEL,2022
ADL,DRW,2022
ADL,DRW,2022
ASP,SYD,2022
ASP,SYD,2022
ASP,SYD,2022
BNE,HBA,2022
ADL,DRW,2022
BNE,HTI,2022
CNS,OOL,2022
DRW,PER,2022
CNS,OOL,2022
CNS,OOL,2022
CNS,OOL,2022
CNS,OOL,2022
PQQ,SYD,2022
PQQ,SYD,2022
DRW,PER,2022
DRW,PER,2022
DRW,PER,2022
DRW,PER,2022
DRW,PER,2022
CNS,OOL,2022
DRW,PER,2022
ADL,ASP,2022
ADL,ASP,2022
ADL,ASP,2022
BNE,HTI,2022
CNS,SYD,2022
BNE,HTI,2022
BNE,HTI,2022
BNE,HTI,2022
BNE,HTI,2022
BNE,HTI,2022
BNE,HTI,2022
BNE,HTI,2022
DRW,PER,2022
BNE,SYD,2022
ADL,DRW,2022
BNE,SYD,2022
ADL,DRW,2022
ADL,DRW,2022
BNE,SYD,2022
BNE,SYD,2022
BNE,SYD,2022
ADL,DRW,2022
ADL,DRW,2022
ADL,DRW,2022
ADL,DRW,2022
DRW,PER,2022
DRW,PER,2022
DRW,PER,2022
BNE,SYD,2022
DRW,PER,2022
BNE,SYD,2022
BNE,SYD,2022
BNE,SYD,2022
BNE,SYD,2022
BNE,SYD,2022
BNE,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
ABX,SYD,2022
MEL,MQL,2022
BNE,LST,2022
PPP,SYD,2022
MEL,SYD,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
BNE,MKY,2022
MEL,SYD,2022
MEL,MQL,2022
HBA,MEL,2022
HBA,MEL,2022
BNE,MKY,2022
MEL,SYD,2022
ADL,MEL,2022
GET,PER,2022
ADL,MEL,2022
ADL,MEL,2022
ADL,MEL,2022
ADL,MEL,2022
ADL,MEL,2022
ADL,MEL,2022
ADL,MEL,2022
ADL,MEL,2022
GET,PER,2022
GET,PER,2022
GET,PER,2022
GET,PER,2022
GET,PER,2022
GET,PER,2022
GET,PER,2022
HBA,MEL,2022
HBA,MEL,2022
HBA,MEL,2022
HBA,MEL,2022
MEL,TSV,2022
MEL,TSV,2022
MEL,TSV,2022
MEL,TSV,2022
MEL,TSV,2022
MEL,TSV,2022
MEL,TSV,2022
BNE,PER,2022
BNE,PER,2022
BNE,PER,2022
BNE,PER,2022
BNE,PER,2022
ADL,ASP,2022
ADL,ASP,2022
ADL,ASP,2022
MEL,TSV,2022
MEL,TSV,2022
MEL,TSV,2022
BNE,PER,2022
HBA,MEL,2022
HBA,MEL,2022
HBA,MEL,2022
HBA,MEL,2022
HBA,MEL,2022
HBA,MEL,2022
BNE,PER,2022
MEL,TSV,2022
BNE,PER,2022
BNE,PER,2022
BNE,PER,2022
BNE,PER,2022
BNE,PER,2022
MEL,TSV,2022
ADL,MEL,2022
GET,PER,2022
BNE,ROK,2022
MCY,MEL,2022
MCY,MEL,2022
MCY,MEL,2022
MCY,MEL,2022
AYQ,SYD,2022
AYQ,SYD,2022
AYQ,SYD,2022
AYQ,SYD,2022
AYQ,SYD,2022
AYQ,SYD,2022
AYQ,SYD,2022
AYQ,SYD,2022
AYQ,SYD,2022
MCY,MEL,2022
MCY,MEL,2022
MCY,MEL,2022
MCY,MEL,2022
MCY,MEL,2022
BNE,NTL,2022
MCY,MEL,2022
ADL,MEL,2022
ADL,MEL,2022
AYQ,SYD,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
BNE,MOV,2022
MCY,MEL,2022
MCY,MEL,2022
AYQ,SYD,2022
AYQ,SYD,2022
MEL,MQL,2022
GET,PER,2022
GET,PER,2022
GET,PER,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
BNE,NTL,2022
MEL,MQL,2022
MEL,MQL,2022
MEL,MQL,2022
MEL,SYD,2022
MEL,SYD,2022
MEL,SYD,2022
MEL,SYD,2022
MEL,SYD,2022
MEL,SYD,2022
MEL,SYD,2022
MEL,SYD,2022
MEL,MQL,2022
MEL,SYD,2022
MEL,MQL,2022
MEL,MQL,2022
MEL,MQL,2022
MEL,MQL,2022
MEL,MQL,2022
ADL,ASP,2022
ADL,ASP,2022
ADL,ASP,2022
ARM,SYD,2022
MEL,QNA,2022
MEL,QNA,2022
MEL,QNA,2022
MEL,QNA,2022
MEL,QNA,2022
MEL,QNA,2022
MEL,QNA,2022
MEL,QNA,2022
MEL,QNA,2022
BNE,LST,2022
BNE,LST,2022
BNE,LST,2022
BNE,LST,2022
BNE,LST,2022
BNE,LST,2022
MEL,QNA,2022
SYD,WGA,2022
ADL,ASP,2022
SYD,WGA,2022
PPP,SYD,2022
PPP,SYD,2022
PPP,SYD,2022
PPP,SYD,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
PPP,SYD,2022
PPP,SYD,2022
PPP,SYD,2022
PPP,SYD,2022
PPP,SYD,2022
BNE,LST,2022
BNE,LST,2022
BNE,TSV,2022
BNE,LST,2022
BNE,ISA,2022
BNE,ISA,2022
BNE,ISA,2022
BNE,ISA,2022
BNE,ISA,2022
BNE,ISA,2022
BNE,ISA,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ISA,2022
BNE,ISA,2022
BNE,ISA,2022
ARM,SYD,2022
BNE,LST,2022
BNE,LST,2022
MEL,QNA,2022
MEL,QNA,2022
PPP,SYD,2022
ARM,SYD,2022
ARM,SYD,2022
BNE,ISA,2022
ARM,SYD,2022
CNS,OOL,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ROK,2022
BNE,ISA,2022
PPP,SYD,2022
ARM,SYD,2022
ARM,SYD,2022
PQQ,SYD,2022
BNE,MEL,2022
BNE,MEL,2022
BNE,MEL,2022
BNE,MEL,2022
BNE,MEL,2022
BNE,MEL,2022
BNE,MEL,2022
BNE,MEL,2022
SYD,TSV,2022
SYD,TSV,2022
ADL,BNE,2022
ADL,BNE,2022
ADL,BNE,2022
ADL,BNE,2022
ADL,BNE,2022
BNE,MEL,2022
BNE,MEL,2022
BNE,MEL,2022
DRW,SYD,2022
ADL,ASP,2022
ADL,ASP,2022
DRW,SYD,2022
DRW,SYD,2022
DRW,SYD,2022
DRW,SYD,2022
DRW,SYD,2022
BNE,MEL,2022
DRW,SYD,2022
DRW,SYD,2022
DRW,SYD,2022
DRW,SYD,2022
DRW,SYD,2022
DRW,SYD,2022
ADL,BNE,2022
PQQ,SYD,2022
ARM,SYD,2022
BNE,PPP,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
HBA,SYD,2022
ARM,SYD,2022
ARM,SYD,2022
ARM,SYD,2022
ARM,SYD,2022
HBA,SYD,2022
SYD,TSV,2022
SYD,TSV,2022
BNE,PPP,2022
BNE,PPP,2022
BNE,PPP,2022
BNE,PPP,2022
BNE,PPP,2022
BNE,PPP,2022
BNE,PPP,2022
BNE,PPP,2022
SYD,TSV,2022
BNE,PPP,2022
BNE,PPP,2022
BNE,PPP,2022
SYD,TSV,2022
SYD,TSV,2022
SYD,TSV,2022
BNE,TSV,2022
ADL,DRW,2022
BNE,TSV,2022
QNA,SYD,2022
CBR,SYD,2022
QNA,SYD,2022
QNA,SYD,2022
QNA,SYD,2022
QNA,SYD,2022
QNA,SYD,2022
PER,SYD,2022
CBR,OOL,2022
PER,SYD,2022
PER,SYD,2022
PER,SYD,2022
PER,SYD,2022
PER,SYD,2022
PER,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CBR,SYD,2022
CNS,MEL,2022
LST,MEL,2022
LST,MEL,2022
LST,MEL,2022
LST,MEL,2022
LST,MEL,2022
PER,SYD,2022
PER,SYD,2022
PER,SYD,2022
ASP,DRW,2022
BNE,CNS,2022
BNE,CNS,2022
BNE,CNS,2022
BNE,CNS,2022
BNE,CNS,2022
BNE,CNS,2022
BME,PER,2022
BME,PER,2022
CNS,MEL,2022
CNS,MEL,2022
ASP,DRW,2022
ASP,DRW,2022
ASP,DRW,2022
ASP,DRW,2022
ADL,PER,2022
PER,SYD,2022
ADL,PER,2022
ADL,PER,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
ADL,CBR,2022
PER,SYD,2022
LST,MEL,2022
LST,MEL,2022
LST,MEL,2022
KGI,PER,2022
QNA,SYD,2022
ADL,CBR,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
SYD,WGA,2022
KGI,PER,2022
KGI,PER,2022
KGI,PER,2022
QNA,SYD,2022
KGI,PER,2022
KGI,PER,2022
KGI,PER,2022
KGI,PER,2022
KGI,PER,2022
KGI,PER,2022
KGI,PER,2022
KGI,PER,2022
CBR,OOL,2022
CBR,OOL,2022
CBR,OOL,2022
CBR,OOL,2022
CBR,OOL,2022
CBR,OOL,2022
QNA,SYD,2022
QNA,SYD,2022
LST,MEL,2022
BNE,DRW,2022
LST,MEL,2022
LST,MEL,2022
LST,MEL,2022
BNE,TSV,2022
CNS,MEL,2022
MEL,OOL,2022
MEL,OOL,2022
BNE,DRW,2022
BNE,DRW,2022
BNE,DRW,2022
BNE,DRW,2022
BNE,DRW,2022
BNE,DRW,2022
BNE,DRW,2022
BNE,DRW,2022
QNA,SYD,2022
BNE,DRW,2022
BNE,DRW,2022
BNE,DRW,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
MEL,OOL,2022
QNA,SYD,2022
BNE,CNS,2022
BNE,CNS,2022
BNE,CNS,2022
BNE,CBR,2022
ASP,MEL,2022
DBO,SYD,2022
DBO,SYD,2022
DBO,SYD,2022
DBO,SYD,2022
DBO,SYD,2022
DBO,SYD,2022
DBO,SYD,2022
ASP,MEL,2022
BNE,CBR,2022
BNE,CBR,2022
BNE,CBR,2022
BNE,CBR,2022
BNE,CBR,2022
BNE,CBR,2022
ASP,MEL,2022
BNE,CBR,2022
BNE,CBR,2022
BNE,CBR,2022
BNE,CBR,2022
BNE,CBR,2022
KTA,PER,2022
KTA,PER,2022
KTA,PER,2022
KTA,PER,2022
KTA,PER,2022
KTA,PER,2022
KTA,PER,2022
KTA,PER,2022
KTA,PER,2022
ASP,MEL,2022
ASP,MEL,2022
KTA,PER,2022
ASP,MEL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
MEL,NTL,2022
ASP,MEL,2022
ASP,MEL,2022
ASP,MEL,2022
ASP,MEL,2022
ASP,MEL,2022
ASP,MEL,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
ADL,SYD,2022
KTA,PER,2022
KTA,PER,2022
BNE,CNS,2022
DPO,MEL,2022
ADL,BNE,2022
ADL,BNE,2022
ADL,BNE,2022
ADL,BNE,2022
DBO,SYD,2022
DBO,SYD,2022
DBO,SYD,2022
CNS,MEL,2022
CNS,MEL,2022
CNS,MEL,2022
CNS,MEL,2022
CNS,MEL,2022
CNS,MEL,2022
CNS,MEL,2022
DPO,MEL,2022
BME,PER,2022
DPO,MEL,2022
DPO,MEL,2022
DPO,MEL,2022
DPO,MEL,2022
DPO,MEL,2022
DPO,MEL,2022
DPO,MEL,2022
ASP,DRW,2022
ASP,DRW,2022
ASP,DRW,2022
ASP,DRW,2022
ASP,DRW,2022
BNE,CNS,2022
BNE,CNS,2022
ADL,BNE,2022
BME,PER,2022
CFS,SYD,2022
BME,PER,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
CFS,SYD,2022
DBO,SYD,2022
DBO,SYD,2022
ADL,BNE,2022
BME,PER,2022
BME,PER,2022
BME,PER,2022
BME,PER,2022
ADL,PER,2022
ADL,PER,2022
ADL,PER,2022
ADL,PER,2022
ADL,PER,2022
ADL,PER,2022
ADL,PER,2022
ADL,PER,2022
ADL,PER,2022
BME,PER,2022
BME,PER,2022
BME,PER,2022
CBR,OOL,2022
CNS,MEL,2022
CBR,OOL,2022
CNS,TSV,2022
PER,PHE,2022
PER,PHE,2022
PER,PHE,2022
PER,PHE,2022
PER,PHE,2022
CBR,OOL,2022
PER,PHE,2022
PER,PHE,2022
PER,PHE,2022
PER,PHE,2022
PER,PHE,2022
ADL,CNS,2022
ADL,CNS,2022
ADL,CNS,2022
ADL,CNS,2022
ADL,CNS,2022
ADL,CNS,2022
SYD,TSV,2022
SYD,TSV,2022
SYD,TSV,2022
SYD,TSV,2022
MCY,SYD,2022
MCY,SYD,2022
PER,PHE,2022
PER,ZNE,2022
PER,ZNE,2022
HTI,SYD,2022
CBR,MEL,2022
CBR,MEL,2022
CBR,MEL,2022
CBR,MEL,2022
HTI,SYD,2022
HTI,SYD,2022
HTI,SYD,2022
HTI,SYD,2022
HTI,SYD,2022
HTI,SYD,2022
HTI,SYD,2022
PER,ZNE,2022
HTI,SYD,2022
HTI,SYD,2022
HTI,SYD,2022
HTI,SYD,2022
DRW,MEL,2022
DRW,MEL,2022
DRW,MEL,2022
DRW,MEL,2022
ASP,DRW,2022
ASP,DRW,2022
CNS,TSV,2022
CNS,TSV,2022
CBR,MEL,2022
CNS,TSV,2022
PER,ZNE,2022
PER,ZNE,2022
PER,ZNE,2022
PER,ZNE,2022
PER,ZNE,2022
PER,ZNE,2022
PER,ZNE,2022
PER,ZNE,2022
PER,ZNE,2022
ASP,SYD,2022
ASP,SYD,2022
BNE,TSV,2022
BNE,TSV,2022
BNE,TSV,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
SYD,TMW,2022
BNE,TSV,2022
BNE,TSV,2022
BNE,TSV,2022
BNE,GLT,2022
BNE,GLT,2022
BNE,GLT,2022
MCY,SYD,2022
CNS,TSV,2022
CNS,TSV,2022
CNS,TSV,2022
CNS,TSV,2022
MCY,SYD,2022
MCY,SYD,2022
PQQ,SYD,2022
PQQ,SYD,2022
MCY,SYD,2022
MCY,SYD,2022
MCY,SYD,2022
BNE,GLT,2022
MCY,SYD,2022
ADL,DRW,2022
BNE,GLT,2022
BNE,GLT,2022
BNE,GLT,2022
BNE,GLT,2022
BNE,GLT,2022
BNE,GLT,2022
BNE,GLT,2022
BNE,GLT,2022
CBR,MEL,2022
PER,PHE,2022
ADL,CNS,2022
BNE,EMD,2022
ADL,CNS,2022
ADL,CNS,2022
DRW,MEL,2022
DRW,MEL,2022
DRW,MEL,2022
DRW,MEL,2022
DRW,MEL,2022
DRW,MEL,2022
DRW,MEL,2022
CBR,MEL,2022
CBR,MEL,2022
CBR,MEL,2022
CBR,MEL,2022
CBR,MEL,2022
BNE,EMD,2022
ADL,CNS,2022
BNE,EMD,2022
BNE,EMD,2022
BNE,EMD,2022
BNE,EMD,2022
BNE,EMD,2022
BNE,EMD,2022
BNE,EMD,2022
BNE,EMD,2022
CNS,TSV,2022
CNS,TSV,2022
CNS,TSV,2022
CBR,MEL,2022
BNE,EMD,2022
BNE,EMD,2022
ADL,CNS,2022
DRW,MEL,2022
CNS,TSV,2022
CBR,OOL,2022
CBR,OOL,2022
ADL,CNS,2022
MEL,NTL,2021
ASP,SYD,2021
GET,PER,2021
GET,PER,2021
GET,PER,2021
GET,PER,2021
GET,PER,2021
GET,PER,2021
GET,PER,2021
ASP,SYD,2021
GET,PER,2021
CFS,SYD,2021
CFS,SYD,2021
CFS,SYD,2021
CFS,SYD,2021
CFS,SYD,2021
CFS,SYD,2021
CFS,SYD,2021
CFS,SYD,2021
GET,PER,2021
GET,PER,2021
CFS,SYD,2021
ADL,DRW,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
MEL,PER,2021
BNE,PER,2021
CNS,OOL,2021
ASP,SYD,2021
MEL,PER,2021
SYD,TSV,2021
SYD,TSV,2021
ASP,SYD,2021
ADL,DRW,2021
ADL,CNS,2021
CFS,SYD,2021
ADL,DRW,2021
CFS,SYD,2021
MEL,SYD,2021
MEL,MQL,2021
MEL,SYD,2021
MEL,SYD,2021
ASP,SYD,2021
MEL,SYD,2021
MEL,NTL,2021
MEL,SYD,2021
MEL,SYD,2021
MEL,SYD,2021
MEL,SYD,2021
MEL,SYD,2021
GET,PER,2021
MEL,NTL,2021
MEL,NTL,2021
MEL,NTL,2021
GET,PER,2021
MEL,NTL,2021
MEL,NTL,2021
MEL,MQL,2021
MEL,SYD,2021
ADL,DRW,2021
BNE,PER,2021
MEL,NTL,2021
ADL,DRW,2021
ADL,DRW,2021
ADL,DRW,2021
ADL,HBA,2021
ASP,SYD,2021
BNE,PER,2021
BNE,PER,2021
BNE,PER,2021
MEL,SYD,2021
BNE,PER,2021
CFS,SYD,2021
BNE,PER,2021
BNE,PER,2021
ADL,CNS,2021
BNE,PER,2021
ADL,MEL,2021
MEL,SYD,2021
MEL,PER,2021
AYQ,SYD,2021
ADL,CNS,2021
DRW,MEL,2021
ADL,MEL,2021
CBR,OOL,2021
CBR,OOL,2021
CBR,OOL,2021
DRW,MEL,2021
DRW,MEL,2021
DRW,MEL,2021
DRW,MEL,2021
ADL,SYD,2021
ADL,SYD,2021
ADL,SYD,2021
ADL,SYD,2021
DRW,MEL,2021
DRW,PER,2021
DRW,MEL,2021
DRW,MEL,2021
BNE,TSV,2021
BNE,TSV,2021
DRW,MEL,2021
ASP,SYD,2021
ASP,SYD,2021
ASP,SYD,2021
ASP,SYD,2021
ASP,SYD,2021
ASP,SYD,2021
DRW,PER,2021
ADL,MEL,2021
ADL,MEL,2021
ADL,MEL,2021
ASP,MEL,2021
ADL,MEL,2021
ADL,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
MEL,NTL,2021
MEL,NTL,2021
MEL,NTL,2021
MEL,NTL,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
BNE,TSV,2021
DRW,PER,2021
AYQ,SYD,2021
CBR,OOL,2021
CBR,OOL,2021
BNE,NTL,2021
BNE,NTL,2021
BNE,NTL,2021
BNE,NTL,2021
DRW,MEL,2021
CBR,OOL,2021
CBR,OOL,2021
CBR,OOL,2021
CBR,OOL,2021
ADL,PLO,2021
ADL,PLO,2021
ADL,HBA,2021
CBR,OOL,2021
DBO,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
AYQ,SYD,2021
BNE,PER,2021
CBR,OOL,2021
BNE,NTL,2021
BNE,NTL,2021
BNE,NTL,2021
BNE,NTL,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DBO,SYD,2021
DRW,PER,2021
DRW,PER,2021
DRW,PER,2021
DRW,PER,2021
DRW,PER,2021
DRW,PER,2021
DRW,PER,2021
DRW,PER,2021
DRW,PER,2021
DRW,MEL,2021
BNE,NTL,2021
BNE,NTL,2021
BNE,NTL,2021
BNE,NTL,2021
BNE,PER,2021
MCY,SYD,2021
BNE,PER,2021
CBR,SYD,2021
BNE,ROK,2021
BNE,ROK,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
PPP,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
BNE,SYD,2021
CBR,SYD,2021
CBR,SYD,2021
CBR,SYD,2021
CBR,SYD,2021
CBR,SYD,2021
CBR,SYD,2021
CBR,SYD,2021
CBR,SYD,2021
BNE,ROK,2021
BNE,ROK,2021
BNE,ROK,2021
PPP,SYD,2021
MEL,MQL,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
PPP,SYD,2021
BNE,ROK,2021
MEL,OOL,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
MEL,OOL,2021
MEL,OOL,2021
MEL,OOL,2021
MEL,OOL,2021
BNE,ROK,2021
CBR,SYD,2021
CBR,SYD,2021
CNS,OOL,2021
CBR,SYD,2021
MEL,MQL,2021
MEL,QNA,2021
MEL,QNA,2021
MEL,QNA,2021
MEL,QNA,2021
MEL,QNA,2021
MEL,QNA,2021
MEL,QNA,2021
MEL,QNA,2021
MEL,QNA,2021
SYD,TSV,2021
MEL,OOL,2021
MEL,OOL,2021
MEL,OOL,2021
MEL,OOL,2021
MEL,OOL,2021
MCY,SYD,2021
MCY,SYD,2021
MCY,SYD,2021
MCY,SYD,2021
MCY,SYD,2021
MCY,SYD,2021
MCY,SYD,2021
ASP,MEL,2021
ASP,MEL,2021
ASP,MEL,2021
BNE,ROK,2021
BNE,ROK,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
CBR,MEL,2021
BNE,ROK,2021
BNE,ROK,2021
ASP,MEL,2021
BNE,ROK,2021
MCY,SYD,2021
MCY,SYD,2021
ASP,MEL,2021
ASP,MEL,2021
ASP,MEL,2021
ASP,MEL,2021
ASP,MEL,2021
ASP,MEL,2021
ASP,MEL,2021
MEL,OOL,2021
MEL,OOL,2021
QNA,SYD,2021
QNA,SYD,2021
ADL,ASP,2021
ADL,ASP,2021
ADL,ASP,2021
ADL,CBR,2021
SYD,TSV,2021
SYD,TSV,2021
CNS,OOL,2021
ADL,ASP,2021
ADL,ASP,2021
ADL,ASP,2021
ADL,ASP,2021
CNS,OOL,2021
DRW,MEL,2021
SYD,TSV,2021
SYD,TSV,2021
MEL,MQL,2021
MEL,MQL,2021
MEL,MQL,2021
MEL,MQL,2021
MEL,MQL,2021
SYD,TSV,2021
SYD,TSV,2021
SYD,TSV,2021
ADL,ASP,2021
ADL,ASP,2021
ADL,ASP,2021
ADL,CNS,2021
CNS,OOL,2021
CNS,OOL,2021
CNS,OOL,2021
ADL,HBA,2021
ADL,HBA,2021
ADL,HBA,2021
ADL,HBA,2021
ADL,HBA,2021
ADL,CNS,2021
ADL,CNS,2021
ADL,CNS,2021
ADL,ASP,2021
MCY,SYD,2021
MCY,SYD,2021
CNS,MEL,2021
CNS,MEL,2021
CNS,MEL,2021
SYD,TSV,2021
ADL,CBR,2021
ADL,CBR,2021
ADL,CBR,2021
ADL,ASP,2021
SYD,TSV,2021
ASP,DRW,2021
ASP,DRW,2021
ADL,CBR,2021
BNE,PPP,2021
ASP,DRW,2021
ASP,DRW,2021
BNE,PPP,2021
BNE,PPP,2021
ASP,DRW,2021
ADL,CBR,2021
ADL,CBR,2021
ADL,CBR,2021
ADL,CBR,2021
ASP,DRW,2021
BNE,PPP,2021
ASP,DRW,2021
ASP,DRW,2021
ASP,DRW,2021
PER,ZNE,2021
ASP,DRW,2021
ASP,DRW,2021
ASP,DRW,2021
QNA,SYD,2021
QNA,SYD,2021
QNA,SYD,2021
BNE,PPP,2021
BNE,PPP,2021
ADL,CBR,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
DRW,SYD,2021
BNE,PPP,2021
MEL,MQL,2021
MEL,MQL,2021
MEL,MQL,2021
ADL,CBR,2021
ADL,CBR,2021
BNE,PPP,2021
BNE,PPP,2021
BNE,PPP,2021
BNE,PPP,2021
BNE,PPP,2021
ADL,MEL,2021
PER,ZNE,2021
ADL,MEL,2021
HTI,MEL,2021
ADL,OOL,2021
HTI,MEL,2021
HTI,MEL,2021
HTI,MEL,2021
HTI,MEL,2021
HTI,MEL,2021
HTI,MEL,2021
HTI,MEL,2021
HTI,MEL,2021
HTI,MEL,2021
BNE,HBA,2021
HTI,MEL,2021
HTI,MEL,2021
BNE,HBA,2021
ADL,MEL,2021
BNE,HBA,2021
BNE,HBA,2021
BNE,HBA,2021
BNE,HBA,2021
BNE,HBA,2021
ADL,OOL,2021
ADL,OOL,2021
ADL,OOL,2021
CNS,SYD,2021
BNE,HTI,2021
BNE,HTI,2021
BNE,HTI,2021
BNE,HTI,2021
BNE,HTI,2021
BNE,HTI,2021
BNE,HTI,2021
LST,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
CNS,SYD,2021
BNE,HBA,2021
BNE,HBA,2021
HBA,SYD,2021
SYD,TMW,2021
PER,PHE,2021
PER,PHE,2021
SYD,TMW,2021
SYD,TMW,2021
SYD,TMW,2021
SYD,TMW,2021
SYD,TMW,2021
SYD,TMW,2021
SYD,TMW,2021
SYD,TMW,2021
BNE,HBA,2021
SYD,TMW,2021
SYD,TMW,2021
BNE,GLT,2021
BNE,GLT,2021
BNE,GLT,2021
BNE,GLT,2021
BNE,GLT,2021
BNE,GLT,2021
BNE,GLT,2021
PER,PHE,2021
PER,PHE,2021
PER,PHE,2021
